,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Name,green_100,green_90,green_80,green_70,green_60,green_50,green_40,green_30,green_20,green_10,green_0,uv_100,uv_90,uv_80,uv_70,uv_60,UV_50,uv_40,uv_30,uv_20,uv_10,uv_0
Date,07/09/2015,07/09/2015,07/09/2015,07/09/2015,07/09/2015,07/09/2015,07/09/2015,07/09/2015,07/09/2015,07/09/2015,07/09/2015,07/09/2015,07/09/2015,07/09/2015,07/09/2015,07/09/2015,07/09/2015,07/09/2015,07/09/2015,07/09/2015,07/09/2015,07/09/2015
Time,08:54am,08:54am,08:55am,08:57am,08:58am,08:59am,09:00am,09:01am,09:02am,09:04am,09:06am,09:08am,09:09am,09:09am,09:10am,09:11am,09:13am,09:14am,09:15am,09:17am,09:19am,09:20am
T_int [ms],4564,7968,8263,9653,10937,12166,14348,17708,21220,24683,28764,10105,11535,12819,14198,16307,19902,24007,26646,28978,29131,31228
754 nm,6.64076E-07,5.13475E-07,5.27327E-07,3.32240E-07,3.04451E-07,4.96127E-07,2.00455E-07,6.08943E-07,1.53372E-07,7.48936E-09,1.01526E-07,1.84558E-07,3.99531E-09,1.29917E-07,2.13811E-07,3.67199E-07,2.47734E-07,1.73887E-07,1.23577E-07,2.52584E-07,2.81944E-08,5.60293E-08
755 nm,4.66795E-07,3.13657E-07,7.87513E-09,0.00000E+00,3.87023E-07,3.31930E-07,0.00000E+00,1.21722E-07,2.72243E-09,2.06286E-07,2.27198E-07,0.00000E+00,0.00000E+00,1.41009E-07,0.00000E+00,7.50372E-08,1.63849E-08,4.97218E-09,1.59804E-07,1.19425E-07,1.41020E-09,1.84637E-07
756 nm,2.47686E-07,8.38219E-08,5.18320E-07,6.22555E-08,2.64126E-07,5.89716E-08,1.64072E-07,3.23202E-07,2.30314E-07,3.62077E-08,5.86183E-08,4.30281E-09,5.08418E-09,1.47593E-08,1.96401E-07,6.60677E-08,1.15508E-07,1.60931E-07,0.00000E+00,1.23468E-07,1.78669E-07,1.73462E-07
757 nm,3.92955E-07,3.38444E-07,0.00000E+00,5.14997E-07,5.01597E-07,4.10536E-07,1.55047E-07,1.30604E-07,2.32702E-07,2.61909E-08,1.04684E-08,0.00000E+00,1.64503E-07,6.33712E-08,7.59150E-08,1.94235E-07,0.00000E+00,1.27871E-07,1.45439E-07,1.29939E-07,6.21401E-08,1.12363E-07
758 nm,0.00000E+00,5.72574E-07,1.06201E-07,8.88179E-08,1.00601E-07,3.14056E-07,1.63260E-07,2.17783E-07,4.43504E-08,1.49002E-07,0.00000E+00,0.00000E+00,1.95763E-07,0.00000E+00,1.41457E-07,0.00000E+00,1.70041E-07,8.86558E-08,2.37965E-07,1.45097E-07,9.73729E-08,2.38381E-08
759 nm,9.11257E-07,1.91195E-07,5.26480E-09,4.82969E-07,7.39849E-09,1.43662E-07,3.78074E-07,4.16478E-09,0.00000E+00,0.00000E+00,4.61938E-07,0.00000E+00,3.54317E-07,3.43873E-10,0.00000E+00,6.73171E-07,3.55473E-07,3.41324E-09,1.45001E-07,4.63175E-07,6.08664E-08,0.00000E+00
760 nm,5.03760E-07,8.21915E-07,3.21982E-07,7.63096E-08,4.00783E-07,2.06484E-07,1.83231E-07,3.86120E-07,3.83792E-08,1.20918E-07,0.00000E+00,7.18830E-08,2.58327E-08,1.74068E-08,0.00000E+00,0.00000E+00,5.99792E-08,1.40715E-07,1.71942E-08,1.76330E-07,8.18288E-08,4.03991E-08
761 nm,2.38262E-08,3.92550E-07,0.00000E+00,3.97223E-07,4.10459E-07,5.23289E-07,1.77738E-07,8.44117E-08,1.83649E-07,7.71092E-09,1.84679E-08,1.12829E-07,1.58128E-07,0.00000E+00,4.18134E-07,4.69660E-08,0.00000E+00,1.81606E-08,5.53707E-08,1.02219E-07,1.63968E-07,6.16412E-08
762 nm,8.89686E-07,3.82967E-07,5.73810E-07,1.88855E-07,4.46839E-07,1.82658E-07,9.76669E-08,4.41775E-08,3.89806E-10,1.03845E-07,1.47213E-07,0.00000E+00,1.20321E-07,0.00000E+00,3.97564E-07,3.11387E-07,3.04771E-07,2.05805E-08,4.10828E-09,2.12391E-07,8.34451E-08,8.20261E-08
763 nm,7.00937E-07,1.26808E-07,2.09502E-07,7.36432E-10,3.20207E-07,3.00378E-07,1.29368E-07,1.00529E-09,1.93065E-07,6.48035E-08,2.03815E-08,1.05789E-07,2.13519E-07,1.74431E-07,2.99536E-07,0.00000E+00,2.57363E-07,3.92466E-10,1.50309E-07,3.86200E-07,1.51341E-07,4.21227E-08
764 nm,0.00000E+00,1.26060E-07,6.68936E-08,1.84094E-07,1.77594E-07,1.53740E-07,1.90408E-07,2.09426E-07,1.29297E-07,2.16206E-07,9.18844E-08,9.63113E-08,0.00000E+00,5.01783E-07,1.63437E-08,1.37724E-07,3.43297E-07,8.89967E-08,0.00000E+00,8.92208E-08,2.74704E-07,0.00000E+00
765 nm,1.39005E-07,1.17369E-07,4.14797E-07,1.61927E-07,8.54735E-08,3.09739E-07,8.59724E-08,2.36142E-07,3.83027E-07,1.21323E-07,1.34922E-07,2.91566E-07,1.02429E-08,7.87520E-08,1.15401E-07,1.95929E-08,2.80564E-07,1.59676E-07,1.12135E-07,2.32261E-08,9.57394E-08,8.41023E-08
766 nm,0.00000E+00,2.34018E-07,8.54154E-08,2.25282E-07,0.00000E+00,1.78061E-07,1.80687E-07,1.73099E-07,7.34139E-08,1.01608E-07,2.32175E-08,3.36805E-07,1.99794E-09,1.18218E-07,5.25485E-08,2.07317E-07,9.69767E-08,3.01510E-08,2.03201E-08,0.00000E+00,1.32560E-07,2.13062E-07
767 nm,1.13714E-06,2.83074E-07,4.23959E-08,2.83576E-07,3.26369E-07,8.63851E-08,1.73982E-07,3.05461E-07,9.92392E-11,1.74784E-07,1.08867E-07,2.37290E-10,2.82873E-07,1.09324E-07,1.43772E-10,2.40373E-07,9.87531E-11,8.23749E-11,1.52846E-07,2.40297E-07,8.72035E-08,2.83999E-07
768 nm,1.28199E-07,1.12101E-07,7.81569E-08,2.11632E-07,3.98471E-09,3.31705E-07,3.19021E-07,0.00000E+00,4.09942E-08,1.55348E-08,0.00000E+00,2.22224E-07,0.00000E+00,1.23518E-07,2.73700E-07,2.72554E-07,9.73384E-08,1.15493E-07,1.93821E-07,1.73259E-07,0.00000E+00,2.57550E-07
769 nm,4.36446E-07,1.00408E-07,3.23213E-07,1.10040E-07,1.49774E-07,6.25862E-08,2.56653E-08,6.60307E-08,4.69352E-08,1.14352E-08,0.00000E+00,4.73650E-07,1.41621E-07,3.50505E-08,9.63114E-09,1.05390E-07,2.12086E-07,0.00000E+00,0.00000E+00,1.96130E-07,5.56870E-08,9.07137E-08
770 nm,4.34421E-07,4.72427E-07,4.05697E-07,1.39326E-07,2.11106E-07,2.31214E-07,0.00000E+00,6.02457E-09,1.17175E-07,1.42855E-07,1.13448E-07,5.27649E-08,3.04107E-07,2.07592E-08,2.66020E-07,2.01918E-07,7.17881E-08,2.86094E-09,1.23112E-07,2.21480E-07,2.19553E-08,1.81453E-08
771 nm,8.64316E-08,9.25937E-10,3.55868E-07,2.44686E-07,5.57573E-07,2.00390E-07,5.11308E-07,2.43318E-07,4.05385E-10,2.45254E-07,1.78703E-07,5.71560E-11,8.25141E-10,8.77886E-08,2.21820E-07,2.45121E-07,2.11155E-08,6.21568E-11,1.78650E-07,0.00000E+00,1.50084E-10,1.33063E-07
772 nm,7.23162E-07,4.56352E-08,4.07302E-07,6.85646E-07,4.24983E-08,3.89077E-08,0.00000E+00,4.04856E-07,1.24105E-07,3.51763E-08,0.00000E+00,6.09186E-08,3.02076E-10,3.16720E-07,2.61715E-07,1.75085E-08,0.00000E+00,3.11202E-08,4.56300E-08,3.86085E-07,5.47103E-08,1.41221E-07
773 nm,0.00000E+00,1.97094E-07,0.00000E+00,6.93484E-07,2.45022E-07,2.31751E-07,1.06744E-08,2.00487E-07,1.20230E-07,9.65699E-08,0.00000E+00,1.81898E-07,8.16358E-08,1.60513E-08,2.31162E-07,8.40775E-08,1.69510E-08,2.75499E-08,1.47969E-07,3.00047E-07,1.72470E-07,0.00000E+00
774 nm,4.20131E-07,6.53023E-08,4.04831E-07,0.00000E+00,0.00000E+00,1.58969E-07,1.43944E-07,3.22608E-07,2.39762E-07,9.84868E-08,2.48471E-07,4.05534E-08,9.53815E-08,7.68293E-08,2.21268E-08,1.12439E-07,8.92845E-08,0.00000E+00,2.42201E-08,9.26111E-08,2.58330E-08,5.18103E-08
775 nm,9.36800E-10,2.25803E-07,3.64597E-07,4.55154E-07,4.34281E-08,2.71434E-07,6.81231E-08,1.81684E-07,1.36673E-07,1.36525E-10,4.55510E-08,1.82970E-10,0.00000E+00,1.67629E-10,4.49249E-08,1.15159E-10,2.58223E-10,6.84317E-08,1.30892E-10,4.47294E-08,0.00000E+00,1.13754E-07
776 nm,2.45050E-07,0.00000E+00,6.74115E-08,1.99278E-07,2.73350E-07,1.60210E-07,3.44077E-07,0.00000E+00,0.00000E+00,5.64071E-08,8.41355E-08,0.00000E+00,3.52090E-07,0.00000E+00,1.84514E-08,2.18627E-07,5.80242E-08,8.89821E-08,2.55645E-08,9.82574E-08,1.20137E-07,8.88341E-08
777 nm,7.57610E-07,7.74006E-08,3.96895E-07,3.13641E-08,0.00000E+00,9.20098E-08,2.35181E-07,2.48278E-08,1.66855E-08,1.38738E-07,1.76769E-07,7.89511E-10,0.00000E+00,1.37976E-07,5.25511E-08,1.59871E-07,1.22766E-07,1.73161E-07,5.13227E-08,0.00000E+00,2.09401E-08,0.00000E+00
778 nm,1.61729E-07,0.00000E+00,2.04129E-07,2.29186E-07,5.95444E-08,2.20625E-07,3.97749E-08,1.61035E-07,0.00000E+00,3.43880E-09,0.00000E+00,0.00000E+00,5.37505E-07,6.12739E-08,6.44924E-09,1.78833E-07,0.00000E+00,2.21942E-07,3.47489E-08,1.23990E-07,3.67117E-08,2.20256E-08
779 nm,7.68064E-07,1.62700E-07,2.10965E-07,4.68792E-08,2.09091E-07,1.46123E-09,2.11524E-07,3.03707E-07,2.29434E-08,2.32659E-07,1.24065E-10,1.46092E-10,0.00000E+00,3.97797E-10,1.61701E-09,4.52968E-08,1.31587E-10,0.00000E+00,1.86577E-07,0.00000E+00,0.00000E+00,2.09654E-07
780 nm,1.35335E-07,4.57761E-07,4.93068E-07,3.69200E-07,1.03160E-08,3.58592E-07,3.06005E-07,2.93220E-07,3.60208E-08,0.00000E+00,5.58718E-08,2.43339E-08,5.70445E-07,3.34072E-09,3.12000E-07,8.75881E-09,1.58881E-07,0.00000E+00,6.20101E-08,0.00000E+00,4.68772E-08,1.19444E-07
